scheme_code,scheme_name,nav,nav_date
150503,Canara Robeco Banking and PSU Debt Fund- Regular Plan- Growth Option,12.4804,2026-06-01
150504,Canara Robeco Banking and PSU Debt Fund- Regular Plan- IDCW (Payout/ Reinvestment),10.7374,2026-06-01
124175,DSP Banking & PSU Debt Fund - Direct Plan - Growth,25.7135,2026-06-01
124178,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.3774,2026-06-01
124182,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest,10.1632,2026-06-01
124176,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly,10.3812,2026-06-01
124177,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly,10.4385,2026-06-01
124183,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Weekly,10.1587,2026-06-01
124172,DSP Banking & PSU Debt Fund - Regular Plan - Growth,24.7721,2026-06-01
124174,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,10.3692,2026-06-01
124173,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Daily Reinvest,10.1602,2026-06-01
124180,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Monthly,10.3624,2026-06-01
124181,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Quarterly,10.4256,2026-06-01
124179,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Weekly,10.1569,2026-06-01
140286,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,26.4935,2026-06-01
140288,Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option,18.3516,2026-06-01
140291,Edelweiss Banking and PSU Debt Fund - Direct Plan Fortnightly - IDCW Option,14.3488,2026-06-01
140293,Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option,10.9161,2026-06-01
140290,Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option,10.5504,2026-06-01
140283,Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option,25.498,2026-06-01
140284,Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option,17.4309,2026-06-01
140294,Edelweiss Banking and PSU Debt Fund - Regular Plan Fortnightly - IDCW Option,13.8727,2026-06-01
140292,Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option,11.1595,2026-06-01
140289,Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option,10.1401,2026-06-01
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,24.7359,2026-06-01
129006,Franklin India Banking & PSU Debt Fund - Growth,23.6111,2026-06-01
129009,Franklin India Banking and PSU Debt Fund - Direct - IDCW,11.5384,2026-06-01
129007,Franklin India Banking and PSU Debt Fund - IDCW,10.9084,2026-06-01
128628,HDFC Banking and PSU Debt Fund - Growth Option,23.8311,2026-06-01
128629,HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,24.8992,2026-06-01
128627,HDFC Banking and PSU Debt Fund - IDCW Option,10.1238,2026-06-01
128626,HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan,10.0182,2026-06-01
151108,HSBC Banking and PSU Debt Fund - Direct Daily IDCW,11.1699,2026-06-01
151107,HSBC Banking and PSU Debt Fund - Direct Growth,26.595,2026-06-01
151106,HSBC Banking and PSU Debt Fund - Direct Monthly IDCW,11.0619,2026-06-01
151109,HSBC Banking and PSU Debt Fund - Direct Weekly IDCW,10.3352,2026-06-01
151102,HSBC Banking and PSU Debt Fund - Regular Daily IDCW,11.0927,2026-06-01
151104,HSBC Banking and PSU Debt Fund - Regular Growth,25.1725,2026-06-01
151105,HSBC Banking and PSU Debt Fund - Regular Monthly IDCW,10.2733,2026-06-01
151103,HSBC Banking and PSU Debt Fund - Regular Weekly IDCW,10.3043,2026-06-01
112343,ICICI Prudential Banking and PSU Debt Fund -  Daily IDCW,10.0549,2022-09-16
112344,ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW,10.2427,2022-09-16
130897,ICICI Prudential Banking and PSU Debt Fund - Bonus,15.8889,2020-04-24
120257,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW,10.2538,2022-09-16
120256,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,35.6417,2026-06-01
120258,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW,12.9906,2026-06-01
120255,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW,10.3708,2022-09-16
130950,ICICI Prudential Banking and PSU Debt Fund - Direct Plan Bonus,13.8665,2018-04-10
131148,ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option,13.1098,2022-09-16
112342,ICICI Prudential Banking and PSU Debt Fund - Growth,34.0856,2026-06-01
116174,ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW,10.9895,2026-06-01
131147,ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option,12.9261,2022-09-16
113247,ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend,10.0122,2020-04-24
113242,ICICI Prudential Banking and PSU Debt Fund Retail Growth,21.631,2020-04-24
113243,ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend,10.3305,2015-08-20
120444,Invesco India Banking and PSU Fund - Direct Plan -  Growth Option,2518.0567,2026-06-01
120443,Invesco India Banking and PSU Fund - Direct Plan - Daily IDCW (Reinvestment),1062.2704,2026-06-01
120445,Invesco India Banking and PSU Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1010.8876,2026-06-01
118234,Invesco India Banking and PSU Fund - Regular Plan - Daily IDCW (Reinvestment),1048.9032,2026-06-01
118232,Invesco India Banking and PSU Fund - Regular Plan - Growth Option,2343.9846,2026-06-01
118233,Invesco India Banking and PSU Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),1061.7467,2026-06-01
148534,ITI Banking & PSU Debt Fund - Direct Plan - Growth Option,13.9573,2026-06-01
148536,ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option,13.9557,2026-06-01
148535,ITI Banking & PSU Debt Fund - Regular Plan - Growth Option,13.5336,2026-06-01
148533,ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option,13.5348,2026-06-01
123690,Kotak Banking and PSU Debt - Growth,68.0064,2026-06-01
123691,Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option,12.777,2026-06-01
123689,Kotak Banking and PSU Debt Direct - Annual Dividend,17.1427,2017-09-15
123693,Kotak Banking and PSU Debt Direct - Growth,71.086,2026-06-01
123692,Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option,10.2392,2026-06-01
120337,LIC MF Banking & PSU Fund-Direct Plan-Daily IDCW,14.2997,2026-06-01
120338,LIC MF Banking & PSU Fund-Direct Plan-Growth,39.1052,2026-06-01
120339,LIC MF Banking & PSU Fund-Direct Plan-Monthly IDCW,14.7275,2026-06-01
120336,LIC MF Banking & PSU Fund-Direct Plan-Weekly IDCW,10.0507,2026-06-01
105822,LIC MF Banking & PSU Fund-Regular Plan-Daily IDCW,11.5847,2026-06-01
105823,LIC MF Banking & PSU Fund-Regular Plan-Growth,36.1076,2026-06-01
105856,LIC MF Banking & PSU Fund-Regular Plan-Monthly IDCW,13.5138,2026-06-01
105857,LIC MF Banking & PSU Fund-Regular Plan-Weekly IDCW,10.3805,2026-06-01
148419,Mirae Asset Banking and PSU Fund - Direct Plan - Growth,13.7281,2026-06-01
148417,Mirae Asset Banking and PSU Fund - Direct Plan - IDCW,13.7213,2026-06-01
148416,Mirae Asset Banking and PSU Fund - Regular Plan - Growth,13.3717,2026-06-01
148418,Mirae Asset Banking and PSU Fund - Regular plan - IDCW,13.3729,2026-06-01
134555,NIPPON INDIA BANKING and PSU  FUND - Direct Plan - IDCW Option,22.3575,2026-06-01
134553,NIPPON INDIA BANKING and PSU  FUND - WEEKLY IDCW Option,10.255,2026-06-01
134547,Nippon India Banking and PSU  Fund- Direct Plan-Growth Plan- Growth Option,22.3575,2026-06-01
134550,NIPPON INDIA BANKING and PSU FUND - Direct Plan - MONTHLY IDCW Option,10.742,2026-06-01
134556,NIPPON INDIA BANKING and PSU FUND - Direct Plan - QUARTERLY IDCW Option,10.8605,2026-06-01
134554,NIPPON INDIA BANKING and PSU FUND - Direct Plan - WEEKLY IDCW Option,10.2585,2026-06-01
134548,NIPPON INDIA BANKING and PSU FUND - IDCW Option,21.4662,2026-06-01
134549,NIPPON INDIA BANKING and PSU FUND - MONTHLY IDCW Option,10.6685,2026-06-01
134551,NIPPON INDIA BANKING and PSU FUND - QUARTERLY IDCW Option,10.7913,2026-06-01
134552,Nippon India Banking and PSU Fund- Direct Plan-Growth Plan- Bonus Option,22.3569,2026-06-01
134546,Nippon India Banking and PSU Fund- Growth Plan- Bonus Option,12.3452,2018-02-02
134545,Nippon India Banking and PSU Fund- Growth Plan- Growth Option,21.4662,2026-06-01
125502,SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1519.5156,2026-06-01
125503,SBI BANKING & PSU FUND - Direct Plan - Growth,3449.742,2026-06-01
125505,SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),1300.9407,2026-06-01
125504,SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1516.1416,2026-06-01
125498,SBI BANKING & PSU FUND - Regular Paln - Growth,3234.6327,2026-06-01
125499,SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1475.7292,2026-06-01
125501,SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),1212.1413,2026-06-01
125500,SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1475.3787,2026-06-01
134363,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Growth,11.7065,2017-03-17
134370,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Monthly Dividend,11.4008,2017-03-17
134369,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Quarterly Dividend,10.6356,2016-03-31
134355,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Annual Bonus,11.6319,2017-02-17
134358,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Daily Dividend Reinvestment,11.6582,2017-03-17
134356,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Growth,11.6493,2017-03-17
134359,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Monthly Dividend,11.1411,2017-03-17
134361,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Bonus,11.1681,2016-08-16
134362,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Dividend,11.0236,2017-03-17
134360,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Weekly Dividend,10.1418,2017-03-17
119629,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus,21.8981,2025-06-27
119627,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.23,2024-06-28
119625,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth,45.4686,2026-06-01
119626,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),11.3195,2026-06-01
118326,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Bonus,21.7644,2025-06-27
100782,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.355,2024-06-28
100784,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth,44.7691,2026-06-01
100793,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),11.3454,2026-06-01
100783,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.1035,2024-06-28
100781,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth,35.6206,2024-06-28
100780,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),11.4908,2024-06-28
140135,UTI Banking & PSU Fund - Direct Plan - Annual IDCW,13.4299,2026-06-01
133972,UTI Banking & PSU Fund - Direct Plan - Flexi IDCW,20.2092,2026-06-01
126940,UTI Banking & PSU Fund - Direct Plan - Growth Option,23.4519,2026-06-01
141375,UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW,15.5621,2026-06-01
134026,UTI Banking & PSU Fund - Direct Plan - Monthly IDCW,13.5911,2026-06-01
126942,UTI Banking & PSU Fund - Direct Plan - Quarterly IDCW,17.4549,2026-06-01
140116,UTI Banking & PSU Fund - Regular Plan - Annual IDCW,13.1446,2026-06-01
133971,UTI Banking & PSU Fund - Regular Plan - Flexi IDCW,15.4275,2026-06-01
139407,UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW,15.3628,2026-06-01
136110,UTI Banking & PSU Fund - Regular Plan - Monthly IDCW,13.3263,2026-06-01
126941,UTI Banking & PSU Fund - Regular Plan - Quarterly IDCW,15.7872,2026-06-01
126939,UTI Banking & PSU Fund- Regular Plan - Growth Option,23.0051,2026-06-01
119533,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,118.891,2026-06-01
103178,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,116.7069,2026-06-01
124832,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW,10.4051,2026-06-01
119532,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW,12.6664,2026-06-01
124833,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW,11.6662,2026-06-01
103183,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,12.4503,2026-06-01
141586,Axis Corporate Bond Fund - Direct Plan - Daily IDCW,10.2194,2026-06-01
141590,Axis Corporate Bond Fund - Direct Plan - Monthly IDCW,10.1909,2026-06-01
141591,Axis Corporate Bond Fund - Direct Plan - Regular IDCW,14.7543,2026-06-01
141587,Axis Corporate Bond Fund - Direct Plan - Weekly IDCW,10.3569,2026-06-01
141588,Axis Corporate Bond Fund - Direct Plan Growth,18.912,2026-06-01
141589,Axis Corporate Bond Fund - Regular Plan - Daily IDCW,10.2151,2026-06-01
141594,Axis Corporate Bond Fund - Regular Plan - Monthly IDCW,10.1822,2026-06-01
141595,Axis Corporate Bond Fund - Regular Plan - Regular IDCW,13.7317,2026-06-01
141592,Axis Corporate Bond Fund - Regular Plan - Weekly IDCW,10.2344,2026-06-01
141593,Axis Corporate Bond Fund - Regular Plan Growth,17.7734,2026-06-01
139201,BANDHAN Corporate Bond Fund - Direct Annual IDCW,10.3036,2026-06-01
135916,BANDHAN Corporate Bond Fund - Direct Growth,20.6814,2026-06-01
139200,BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,11.5968,2026-06-01
139198,BANDHAN Corporate Bond Fund - Direct Monthly IDCW,10.3494,2026-06-01
135917,BANDHAN Corporate Bond Fund - Direct Periodic IDCW,13.7209,2026-06-01
139199,BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,10.6949,2026-06-01
139204,BANDHAN Corporate Bond Fund - Regular Annual IDCW,10.2896,2026-06-01
135914,BANDHAN Corporate Bond Fund - Regular Growth,20.0253,2026-06-01
139203,BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,10.9808,2026-06-01
139202,BANDHAN Corporate Bond Fund - Regular Monthly IDCW,10.6027,2026-06-01
135915,BANDHAN Corporate Bond Fund - Regular Periodic IDCW,13.4997,2026-06-01
139205,BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,10.722,2026-06-01
150230,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,11.9642,2026-06-01
150229,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,33.2373,2026-06-01
150231,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,10.2348,2026-06-01
150228,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,10.3386,2026-06-01
150236,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,12.2557,2026-06-01
150237,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,30.5754,2026-06-01
150238,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,10.4431,2026-06-01
150239,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,10.583,2026-06-01
150233,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,11.8868,2026-06-01
150235,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,28.7168,2026-06-01
150234,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,10.2791,2026-06-01
150232,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,10.351,2026-06-01
126685,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,24.1689,2026-06-01
126686,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),12.5443,2026-06-01
126687,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,22.4237,2026-06-01
126688,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),11.6552,2026-06-01
144646,DSP Corporate Bond Fund - Direct - Growth,17.087,2026-06-01
144647,DSP Corporate Bond Fund - Direct - IDCW,11.357,2026-06-01
144651,DSP Corporate Bond Fund - Direct - IDCW - Monthly,10.6059,2026-06-01
144648,DSP Corporate Bond Fund - Direct - IDCW - Quarterly,11.4569,2026-06-01
144644,DSP Corporate Bond Fund - Regular - Growth,16.7558,2026-06-01
144650,DSP Corporate Bond Fund - Regular - IDCW,11.3296,2026-06-01
144645,DSP Corporate Bond Fund - Regular - IDCW - Monthly,10.5816,2026-06-01
144649,DSP Corporate Bond Fund - Regular - IDCW - Quarterly,10.7986,2026-06-01
119289,Franklin India Corporate Debt Fund - Direct - Bonus,0.0,2015-05-08
118569,Franklin India Corporate Debt Fund - Direct - GROWTH,113.7148,2026-06-01
100528,Franklin India Corporate Debt Fund - Growth,104.5025,2026-06-01
100532,Franklin India Corporate Debt Fund - Monthly Bonus,0.0,2015-06-08
100527,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,16.6793,2026-06-01
118570,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,18.7143,2026-06-01
118573,Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW,14.6725,2026-06-01
118571,Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW,16.8793,2026-06-01
118572,Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW,13.6585,2026-06-01
100531,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,12.4369,2026-06-01
100529,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,15.1057,2026-06-01
100530,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,12.024,2026-06-01
113070,HDFC Corporate Bond Fund - Growth Option,33.578,2026-06-01
118987,HDFC Corporate Bond Fund - Growth Option - Direct Plan,34.391,2026-06-01
132848,HDFC Corporate Bond Fund - IDCW Option,20.327,2026-06-01
132849,HDFC Corporate Bond Fund - IDCW Option - Direct Plan,21.0723,2026-06-01
113071,HDFC Corporate Bond Fund - Quarterly IDCW Option,10.5196,2026-06-01
118986,HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan,10.4226,2026-06-01
151000,HSBC Corporate Bond Fund - Direct Annual IDCW,11.5385,2026-06-01
150996,HSBC Corporate Bond Fund - Direct Growth,81.2334,2026-06-01
150998,HSBC Corporate Bond Fund - Direct Quarterly IDCW,11.268,2026-06-01
150997,HSBC Corporate Bond Fund - Direct Semi Annual IDCW,19.6344,2026-06-01
151001,HSBC Corporate Bond Fund - Regular Annual IDCW,11.2601,2026-06-01
150992,HSBC Corporate Bond Fund - Regular Growth,76.0693,2026-06-01
150993,HSBC Corporate Bond Fund - Regular Quarterly IDCW,10.8517,2026-06-01
150994,HSBC Corporate Bond Fund - Regular Semi Annual IDCW,16.3766,2026-06-01
150995,HSBC Corporate Bond Fund -Regular Plan - Bonus,28.8952,2026-06-01
130947,ICICI Prudential Corporate Bond Fund - Bonus,14.9782,2020-04-24
111988,ICICI Prudential Corporate Bond Fund - Daily IDCW,10.1065,2022-09-16
120695,ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,10.1008,2022-09-16
120696,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,12.1669,2022-09-16
120692,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,32.7512,2026-06-01
131152,ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,12.8827,2022-09-16
120697,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,10.2223,2026-06-01
120694,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,15.4884,2026-06-01
120693,ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW,10.2332,2022-09-16
111990,ICICI Prudential Corporate Bond Fund - Fortnightly IDCW,10.2243,2022-09-16
111987,ICICI Prudential Corporate Bond Fund - Growth,31.2052,2026-06-01
131151,ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,12.6555,2022-09-16
111991,ICICI Prudential Corporate Bond Fund - Monthly IDCW,10.3768,2026-06-01
111982,ICICI Prudential Corporate Bond Fund - Premium Daily Dividend,10.0277,2020-04-24
111985,ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend,10.077,2015-08-04
111989,ICICI Prudential Corporate Bond Fund - Weekly IDCW,10.304,2022-09-16
111992,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,11.1917,2026-06-01
111976,ICICI Prudential Corporate Bond Fund Retail Daily Dividend,10.0275,2020-04-24
111978,ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend,10.3041,2020-04-24
111972,ICICI Prudential Corporate Bond Fund Retail Growth,22.7853,2020-04-24
111979,ICICI Prudential Corporate Bond Fund Retail Monthly Dividend,10.3008,2020-04-24
111980,ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend,10.9335,2020-04-24
111977,ICICI Prudential Corporate Bond Fund Retail Weekly Dividend,10.2202,2020-04-24
120500,Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),1215.4854,2026-06-01
